Possible!
Amount of moves: 1742
43 47 2 8
44 47 2 8
44 46 2 7
45 46 2 7
46 46 2 7
46 45 2 6
47 45 2 6
47 46 2 7
47 47 2 8
48 47 2 8
48 46 2 7
49 46 2 7
50 46 2 7
51 46 2 7
51 47 2 8
50 47 0 0
49 47 0 0
49 48 0 1
48 48 0 1
47 48 0 1
47 49 0 2
48 49 0 2
48 50 0 3
48 51 0 4
48 52 0 5
47 52 0 5
47 53 0 6
46 53 0 6
45 53 0 6
44 53 0 6
43 53 0 6
43 54 0 6
43 55 0 6
43 56 0 6
43 57 0 6
42 57 0 6
42 58 0 6
42 59 0 6
43 59 1 6
44 59 2 6
44 60 2 7
44 61 2 8
43 61 0 0
43 62 0 1
42 62 0 1
41 62 0 1
40 62 0 1
39 62 0 1
39 63 0 2
39 64 0 3
40 64 0 3
40 65 0 4
41 65 0 4
41 66 0 5
41 67 0 6
41 68 0 6
40 68 0 6
40 69 0 6
40 70 0 6
40 71 0 6
41 71 1 6
42 71 2 6
42 72 2 7
41 72 2 7
40 72 2 7
39 72 2 7
39 71 2 6
38 71 1 6
38 70 1 5
38 69 1 4
37 69 1 4
36 69 1 4
36 70 1 5
35 70 1 5
35 71 1 6
35 72 1 7
35 73 1 7
35 74 1 7
36 74 1 7
36 75 1 7
35 75 0 7
35 76 0 8
34 76 0 8
33 76 0 8
32 76 0 8
31 76 0 8
31 77 0 9
31 78 0 0
32 78 1 0
33 78 2 0
33 79 2 0
32 79 1 0
31 79 0 0
31 80 0 1
31 81 0 2
31 82 0 3
31 83 0 4
31 84 0 5
31 85 0 6
32 85 1 6
33 85 2 6
33 84 2 6
33 83 2 6
34 83 2 6
35 83 2 6
35 84 2 7
36 84 2 7
37 84 2 7
37 85 2 8
38 85 2 8
39 85 2 8
40 85 2 8
40 86 2 8
41 86 2 8
41 85 2 7
41 84 2 6
41 83 2 6
41 82 2 6
41 81 2 6
41 80 2 6
42 80 2 6
43 80 2 6
44 80 2 6
45 80 2 6
45 79 2 6
46 79 2 6
46 80 2 7
46 81 2 8
46 82 2 8
47 82 2 8
48 82 2 8
48 81 2 7
48 80 2 6
48 79 2 6
49 79 2 6
49 80 2 7
49 81 2 8
50 81 2 8
51 81 2 8
52 81 2 8
53 81 2 8
53 82 2 8
52 82 0 0
52 83 0 1
52 84 0 2
52 85 0 3
52 86 0 4
52 87 0 5
53 87 0 5
53 88 0 6
53 89 0 6
53 90 0 6
54 90 1 6
55 90 2 6
56 90 2 6
56 91 2 7
56 92 2 8
55 92 0 0
55 93 0 1
55 94 0 2
55 95 0 3
55 96 0 4
56 96 0 4
56 97 0 5
57 97 0 5
57 98 0 6
56 98 0 6
56 99 0 6
56 100 0 6
56 101 0 6
55 101 0 6
54 101 0 6
54 100 0 5
53 100 0 5
52 100 0 5
52 99 0 4
51 99 0 4
50 99 0 4
50 98 0 3
49 98 0 3
49 99 0 4
48 99 0 4
47 99 0 4
47 100 0 5
47 101 0 6
47 102 0 6
47 103 0 6
47 104 0 6
46 104 0 6
46 105 0 6
46 106 0 6
47 106 1 6
47 107 1 7
46 107 0 7
46 108 0 8
47 108 0 8
48 108 0 8
48 109 0 9
49 109 0 9
49 110 0 0
50 110 1 0
51 110 2 0
52 110 3 0
53 110 3 0
53 109 3 0
54 109 3 0
54 110 3 1
54 111 3 1
54 112 3 1
55 112 3 1
56 112 3 1
56 111 3 0
57 111 3 0
57 110 3 0
56 110 2 0
56 109 2 0
57 109 3 0
58 109 3 0
59 109 3 0
60 109 3 0
60 110 3 1
60 111 3 1
60 112 3 1
61 112 3 1
62 112 3 1
63 112 3 1
63 113 3 1
64 113 3 1
64 114 3 1
65 114 3 1
65 113 3 0
65 112 3 0
65 111 3 0
64 111 2 0
64 110 2 0
64 109 2 0
65 109 3 0
66 109 3 0
66 108 3 0
66 107 3 0
67 107 3 0
67 108 3 1
68 108 3 1
69 108 3 1
70 108 3 1
70 109 3 1
71 109 3 1
71 110 3 1
70 110 3 1
70 111 3 1
71 111 3 1
71 112 3 1
71 113 3 1
70 113 3 1
69 113 3 1
69 114 3 1
69 115 3 1
69 116 3 1
69 117 3 1
69 118 3 1
69 119 3 1
68 119 3 1
67 119 3 1
67 118 3 0
66 118 2 0
65 118 1 0
65 117 1 0
64 117 0 0
64 118 0 1
64 119 0 2
63 119 0 2
63 120 0 3
64 120 0 3
64 121 0 4
63 121 0 4
63 122 0 5
64 122 0 5
65 122 0 5
65 123 0 6
65 124 0 6
65 125 0 6
65 126 0 6
65 127 0 6
65 128 0 6
66 128 1 6
66 129 1 7
66 130 1 7
66 131 1 7
65 131 0 7
65 132 0 8
66 132 0 8
66 133 0 9
67 133 0 9
67 134 0 0
68 134 1 0
69 134 2 0
70 134 3 0
70 135 3 1
69 135 3 1
69 136 3 1
68 136 3 1
67 136 3 1
66 136 3 1
66 137 3 1
65 137 3 1
65 138 3 1
65 139 3 1
64 139 3 1
63 139 3 1
62 139 3 1
62 140 3 1
61 140 3 1
60 140 3 1
60 141 3 1
59 141 3 1
59 140 3 0
58 140 2 0
58 141 2 0
58 142 2 0
59 142 3 0
60 142 3 0
61 142 3 0
61 143 3 1
62 143 3 1
63 143 3 1
63 142 3 0
62 142 2 0
62 141 2 0
63 141 3 0
64 141 3 0
64 140 3 0
65 140 3 0
66 140 3 0
66 141 3 1
67 141 3 1
67 140 3 0
68 140 3 0
69 140 3 0
69 139 3 0
70 139 3 0
70 140 3 1
71 140 3 1
71 141 3 1
72 141 3 1
72 142 3 1
72 143 3 1
73 143 3 1
74 143 3 1
74 144 3 1
75 144 3 1
75 145 3 1
75 146 3 1
76 146 3 1
76 145 3 0
77 145 3 0
78 145 3 0
79 145 3 0
80 145 3 0
80 146 3 1
81 146 3 1
81 145 3 0
81 144 3 0
82 144 3 0
82 143 3 0
83 143 3 0
83 142 3 0
84 142 3 0
84 141 3 0
83 141 2 0
82 141 1 0
82 140 1 0
82 139 1 0
83 139 2 0
83 138 2 0
83 137 2 0
83 136 2 0
83 135 2 0
84 135 3 0
84 134 3 0
84 133 3 0
83 133 2 0
82 133 1 0
81 133 0 0
80 133 0 0
79 133 0 0
79 132 0 0
78 132 0 0
78 131 0 0
77 131 0 0
77 130 0 0
77 129 0 0
77 128 0 0
78 128 1 0
78 127 1 0
78 126 1 0
78 125 1 0
77 125 0 0
76 125 0 0
76 124 0 0
77 124 1 0
77 123 1 0
78 123 2 0
79 123 3 0
79 122 3 0
80 122 3 0
80 121 3 0
81 121 3 0
82 121 3 0
83 121 3 0
84 121 3 0
85 121 3 0
86 121 3 0
86 122 3 1
85 122 3 1
85 123 3 1
86 123 3 1
86 124 3 1
87 124 3 1
88 124 3 1
88 123 3 0
88 122 3 0
89 122 3 0
89 121 3 0
90 121 3 0
90 120 3 0
91 120 3 0
91 119 3 0
91 118 3 0
91 117 3 0
90 117 2 0
90 116 2 0
90 115 2 0
91 115 3 0
91 116 3 1
92 116 3 1
92 115 3 0
92 114 3 0
92 113 3 0
92 112 3 0
92 111 3 0
91 111 2 0
91 110 2 0
91 109 2 0
91 108 2 0
91 107 2 0
91 106 2 0
91 105 2 0
91 104 2 0
91 103 2 0
92 103 3 0
92 104 3 1
92 105 3 1
93 105 3 1
94 105 3 1
94 104 3 0
94 103 3 0
95 103 3 0
96 103 3 0
96 104 3 1
97 104 3 1
97 105 3 1
97 106 3 1
98 106 3 1
98 107 3 1
99 107 3 1
100 107 3 1
100 108 3 1
100 109 3 1
100 110 3 1
101 110 3 1
101 109 3 0
101 108 3 0
102 108 3 0
102 107 3 0
103 107 3 0
103 106 3 0
104 106 3 0
104 105 3 0
105 105 3 0
105 104 3 0
105 103 3 0
106 103 3 0
106 104 3 1
107 104 3 1
107 105 3 1
108 105 3 1
109 105 3 1
109 104 3 0
109 103 3 0
110 103 3 0
110 104 3 1
110 105 3 1
111 105 3 1
111 106 3 1
112 106 3 1
113 106 3 1
114 106 3 1
114 105 3 0
114 104 3 0
114 103 3 0
115 103 3 0
115 102 3 0
115 101 3 0
116 101 3 0
117 101 3 0
117 100 3 0
117 99 3 0
117 98 3 0
118 98 3 0
119 98 3 0
120 98 3 0
120 97 3 0
119 97 2 0
119 96 2 0
120 96 3 0
121 96 3 0
122 96 3 0
122 95 3 0
122 94 3 0
121 94 2 0
120 94 1 0
120 93 1 0
120 92 1 0
121 92 2 0
122 92 3 0
123 92 3 0
124 92 3 0
124 93 3 1
125 93 3 1
125 94 3 1
126 94 3 1
127 94 3 1
128 94 3 1
128 93 3 0
129 93 3 0
130 93 3 0
130 94 3 1
130 95 3 1
130 96 3 1
131 96 3 1
132 96 3 1
132 97 3 1
133 97 3 1
134 97 3 1
134 98 3 1
133 98 3 1
133 99 3 1
132 99 3 1
132 100 3 1
132 101 3 1
132 102 3 1
132 103 3 1
132 104 3 1
133 104 3 1
133 105 3 1
133 106 3 1
134 106 3 1
134 107 3 1
134 108 3 1
134 109 3 1
134 110 3 1
133 110 3 1
133 111 3 1
133 112 3 1
134 112 3 1
134 113 3 1
135 113 3 1
135 114 3 1
135 115 3 1
135 116 3 1
135 117 3 1
135 118 3 1
135 119 3 1
134 119 3 1
133 119 3 1
132 119 3 1
132 118 3 0
131 118 2 0
130 118 1 0
130 117 1 0
130 116 1 0
130 115 1 0
129 115 0 0
129 116 0 1
128 116 0 1
127 116 0 1
127 117 0 2
126 117 0 2
125 117 0 2
124 117 0 2
124 118 0 3
124 119 0 4
125 119 0 4
125 120 0 5
126 120 0 5
127 120 0 5
127 121 0 6
126 121 0 6
125 121 0 6
125 122 0 6
124 122 0 6
124 121 0 5
123 121 0 5
122 121 0 5
122 122 0 6
121 122 0 6
120 122 0 6
120 121 0 5
119 121 0 5
118 121 0 5
118 122 0 6
118 123 0 6
118 124 0 6
118 125 0 6
117 125 0 6
117 126 0 6
116 126 0 6
116 127 0 6
116 128 0 6
115 128 0 6
114 128 0 6
114 129 0 6
114 130 0 6
114 131 0 6
114 132 0 6
115 132 1 6
116 132 2 6
117 132 2 6
118 132 2 6
118 133 2 7
118 134 2 8
119 134 2 8
119 135 2 8
119 136 2 8
119 137 2 8
120 137 2 8
120 138 2 8
120 139 2 8
121 139 2 8
121 140 2 8
121 141 2 8
122 141 2 8
122 142 2 8
122 143 2 8
123 143 2 8
124 143 2 8
124 142 2 7
124 141 2 6
124 140 2 6
124 139 2 6
124 138 2 6
125 138 2 6
126 138 2 6
127 138 2 6
128 138 2 6
128 137 2 6
128 136 2 6
127 136 1 6
127 135 1 5
128 135 1 5
129 135 1 5
129 134 1 4
130 134 2 4
130 133 2 4
131 133 3 4
132 133 3 4
133 133 3 4
134 133 3 4
135 133 3 4
135 134 3 4
134 134 2 4
133 134 1 4
133 135 1 5
134 135 1 5
134 136 1 6
134 137 1 7
134 138 1 7
135 138 1 7
135 139 1 7
135 140 1 7
136 140 1 7
137 140 1 7
138 140 1 7
138 139 1 6
138 138 1 5
139 138 1 5
139 139 1 6
140 139 2 6
140 140 2 7
140 141 2 8
140 142 2 8
140 143 2 8
141 143 2 8
142 143 2 8
142 142 2 7
143 142 2 7
143 143 2 8
144 143 2 8
145 143 2 8
145 144 2 8
145 145 2 8
145 146 2 8
145 147 2 8
146 147 2 8
147 147 2 8
147 148 2 8
148 148 2 8
149 148 2 8
149 149 2 8
149 150 2 8
150 150 2 8
150 150 2 7
150 150 2 6
150 150 1 6
150 150 1 5
150 150 1 4
150 150 2 4
150 150 3 4
150 150 3 3
150 150 3 2
150 150 4 2
150 150 4 3
150 150 5 3
150 150 5 4
150 150 6 4
150 150 6 5
150 150 6 6
150 150 7 6
150 150 7 5
150 150 8 5
150 150 8 6
150 150 9 6
150 150 9 7
150 150 10 7
150 150 11 7
150 150 11 6
150 150 12 6
150 150 13 6
150 150 13 7
150 150 13 8
150 150 14 8
150 150 14 9
150 150 15 9
150 150 15 10
150 150 14 10
150 150 14 11
150 150 15 11
150 150 16 11
150 150 17 11
150 150 17 10
150 150 18 10
150 150 18 11
150 150 18 12
150 150 18 13
150 150 18 14
150 150 19 14
150 150 20 14
150 150 21 14
150 150 22 14
150 150 23 14
150 150 23 13
150 150 23 12
150 150 24 12
150 150 24 13
150 150 24 14
150 150 24 15
150 150 24 16
150 150 24 17
150 150 23 17
150 150 23 18
150 150 24 18
150 150 25 18
150 150 26 18
150 150 27 18
150 150 27 17
150 150 27 16
150 150 28 16
150 150 29 16
150 150 30 16
150 150 31 16
150 150 31 17
150 150 32 17
150 150 33 17
150 150 33 16
150 150 34 16
150 150 35 16
150 150 36 16
150 150 37 16
150 150 37 17
150 150 37 18
150 150 36 18
150 150 35 18
150 150 35 19
150 150 34 19
150 150 34 20
150 150 33 20
150 150 32 20
150 150 32 21
150 150 33 21
150 150 33 22
150 150 32 22
150 150 31 22
150 150 30 22
150 150 30 23
150 150 30 24
150 150 31 24
150 150 31 25
150 150 31 26
150 150 32 26
150 150 32 27
150 150 31 27
150 150 31 28
150 150 32 28
150 150 32 29
150 150 33 29
150 150 33 30
150 150 34 30
150 150 34 31
150 150 34 32
150 150 35 32
150 150 36 32
150 150 36 33
150 150 36 34
150 150 37 34
150 150 37 35
150 150 36 35
150 150 35 35
150 150 35 36
150 150 35 37
150 150 35 38
150 150 35 39
150 150 36 39
150 150 36 40
150 150 36 41
150 150 36 42
150 150 35 42
150 150 34 42
150 150 34 43
150 150 34 44
150 150 34 45
150 150 33 45
150 150 32 45
150 150 31 45
150 150 31 44
150 150 30 44
150 150 30 45
150 150 30 46
150 150 29 46
150 150 28 46
150 150 28 45
150 150 28 44
150 150 28 43
150 150 28 42
150 150 27 42
150 150 26 42
150 150 26 43
150 150 25 43
150 150 24 43
150 150 23 43
150 150 23 44
150 150 23 45
150 150 22 45
150 150 22 46
150 150 23 46
150 150 24 46
150 150 24 47
150 150 23 47
150 150 23 48
150 150 22 48
150 150 22 49
150 150 23 49
150 150 23 50
150 150 22 50
150 150 22 51
150 150 22 52
150 150 22 53
150 150 22 54
150 150 23 54
150 150 23 53
150 150 23 52
150 150 23 51
150 150 24 51
150 150 24 52
150 150 25 52
150 150 26 52
150 150 26 51
150 150 26 50
150 150 27 50
150 150 28 50
150 150 28 51
150 150 28 52
150 150 27 52
150 150 27 53
150 150 28 53
150 150 28 54
150 150 29 54
150 150 30 54
150 150 31 54
150 150 31 53
150 150 31 52
150 150 32 52
150 150 33 52
150 150 34 52
150 150 34 53
150 150 33 53
150 150 33 54
150 150 32 54
150 150 32 55
150 150 32 56
150 150 32 57
150 150 33 57
150 150 34 57
150 150 34 56
150 150 35 56
150 150 36 56
150 150 37 56
150 150 37 57
150 150 38 57
150 150 39 57
150 150 39 58
150 150 40 58
150 150 41 58
150 150 42 58
150 150 43 58
150 150 43 59
150 150 44 59
150 150 44 60
150 150 44 61
150 150 44 62
150 150 44 63
150 150 45 63
150 150 45 64
150 150 46 64
150 150 46 65
150 150 47 65
150 150 47 66
150 150 48 66
150 150 49 66
150 150 50 66
150 150 51 66
150 150 52 66
150 150 53 66
150 150 54 66
150 150 55 66
150 150 56 66
150 150 56 65
150 150 56 64
150 150 56 63
150 150 56 62
150 150 57 62
150 150 57 61
150 150 57 60
150 150 58 60
150 150 58 59
150 150 57 59
150 150 57 58
150 150 56 58
150 150 56 57
150 150 56 56
150 150 57 56
150 150 57 55
150 150 57 54
150 150 58 54
150 150 59 54
150 150 60 54
150 150 60 53
150 150 60 52
150 150 61 52
150 150 61 51
150 150 62 51
150 150 62 52
150 150 63 52
150 150 63 51
150 150 63 50
150 150 64 50
150 150 65 50
150 150 66 50
150 150 67 50
150 150 68 50
150 150 69 50
150 150 69 49
150 150 69 48
150 150 70 48
150 150 70 49
150 150 71 49
150 150 72 49
150 150 73 49
150 150 73 48
150 150 74 48
150 150 74 47
150 150 74 46
150 150 74 45
150 150 75 45
150 150 75 44
150 150 75 43
150 150 74 43
150 150 74 42
150 150 75 42
150 150 75 41
150 150 75 40
150 150 75 39
150 150 75 38
150 150 75 37
150 150 74 37
150 150 74 36
150 150 75 36
150 150 76 36
150 150 76 35
150 150 77 35
150 150 77 34
150 150 77 33
150 150 77 32
150 150 78 32
150 150 78 31
150 150 78 30
150 150 79 30
150 150 80 30
150 150 81 30
150 150 82 30
150 150 83 30
150 150 83 31
150 150 84 31
150 150 84 30
150 150 85 30
150 150 86 30
150 150 86 29
150 150 87 29
150 150 88 29
150 150 88 30
150 150 88 31
150 150 89 31
150 150 90 31
150 150 91 31
150 150 92 31
150 150 93 31
150 150 93 32
150 150 92 32
150 150 91 32
150 150 91 33
150 150 92 33
150 150 92 34
150 150 93 34
150 150 94 34
150 150 95 34
150 150 96 34
150 150 97 34
150 150 97 33
150 150 97 32
150 150 97 31
150 150 97 30
150 150 98 30
150 150 98 29
150 150 97 29
150 150 97 28
150 150 97 27
150 150 96 27
150 150 96 26
150 150 97 26
150 150 97 25
150 150 98 25
150 150 99 25
150 150 100 25
150 150 101 25
150 150 101 26
150 150 102 26
150 150 102 27
150 150 101 27
150 150 101 28
150 150 102 28
150 150 102 29
150 150 102 30
150 150 103 30
150 150 103 29
150 150 103 28
150 150 104 28
150 150 104 29
150 150 104 30
150 150 105 30
150 150 106 30
150 150 107 30
150 150 107 31
150 150 108 31
150 150 108 32
150 150 108 33
150 150 109 33
150 150 110 33
150 150 110 34
150 150 110 35
150 150 109 35
150 150 108 35
150 150 107 35
150 150 107 34
150 150 106 34
150 150 106 35
150 150 106 36
150 150 106 37
150 150 106 38
150 150 106 39
150 150 106 40
150 150 105 40
150 150 104 40
150 150 103 40
150 150 103 41
150 150 103 42
150 150 103 43
150 150 102 43
150 150 102 44
150 150 102 45
150 150 102 46
150 150 103 46
150 150 103 47
150 150 104 47
150 150 105 47
150 150 105 48
150 150 105 49
150 150 106 49
150 150 106 50
150 150 107 50
150 150 107 51
150 150 106 51
150 150 106 52
150 150 105 52
150 150 105 51
150 150 104 51
150 150 103 51
150 150 103 52
150 150 104 52
150 150 104 53
150 150 104 54
150 150 103 54
150 150 103 55
150 150 103 56
150 150 104 56
150 150 105 56
150 150 106 56
150 150 107 56
150 150 107 57
150 150 108 57
150 150 109 57
150 150 109 58
150 150 109 59
150 150 109 60
150 150 110 60
150 150 110 61
150 150 109 61
150 150 109 62
150 150 109 63
150 150 110 63
150 150 111 63
150 150 112 63
150 150 113 63
150 150 113 62
150 150 114 62
150 150 115 62
150 150 116 62
150 150 116 63
150 150 117 63
150 150 118 63
150 150 118 64
150 150 119 64
150 150 119 65
150 150 120 65
150 150 121 65
150 150 121 64
150 150 120 64
150 150 120 63
150 150 120 62
150 150 121 62
150 150 121 61
150 150 121 60
150 150 122 60
150 150 122 59
150 150 121 59
150 150 121 58
150 150 120 58
150 150 119 58
150 150 119 57
150 150 119 56
150 150 119 55
150 150 119 54
150 150 120 54
150 150 121 54
150 150 122 54
150 150 122 55
150 150 121 55
150 150 121 56
150 150 122 56
150 150 122 57
150 150 123 57
150 150 124 57
150 150 124 56
150 150 124 55
150 150 125 55
150 150 125 54
150 150 125 53
150 150 125 52
150 150 125 51
150 150 126 51
150 150 126 52
150 150 126 53
150 150 127 53
150 150 127 52
150 150 127 51
150 150 128 51
150 150 128 50
150 150 128 49
150 150 129 49
150 150 129 50
150 150 130 50
150 150 131 50
150 150 132 50
150 150 132 51
150 150 132 52
150 150 132 53
150 150 133 53
150 150 133 54
150 150 133 55
150 150 133 56
150 150 134 56
150 150 134 57
150 150 134 58
150 150 134 59
150 150 133 59
150 150 133 60
150 150 132 60
150 150 131 60
150 150 130 60
150 150 130 61
150 150 130 62
150 150 131 62
150 150 131 63
150 150 132 63
150 150 132 64
150 150 131 64
150 150 130 64
150 150 129 64
150 150 129 63
150 150 129 62
150 150 128 62
150 150 127 62
150 150 127 63
150 150 127 64
150 150 127 65
150 150 126 65
150 150 126 66
150 150 125 66
150 150 125 67
150 150 124 67
150 150 124 68
150 150 125 68
150 150 125 69
150 150 125 70
150 150 124 70
150 150 124 71
150 150 123 71
150 150 122 71
150 150 122 72
150 150 122 73
150 150 122 74
150 150 121 74
150 150 120 74
150 150 119 74
150 150 119 73
150 150 118 73
150 150 117 73
150 150 116 73
150 150 115 73
150 150 115 72
150 150 115 71
150 150 114 71
150 150 113 71
150 150 113 70
150 150 113 69
150 150 112 69
150 150 112 68
150 150 112 67
150 150 111 67
150 150 110 67
150 150 110 68
150 150 110 69
150 150 110 70
150 150 111 70
150 150 111 71
150 150 110 71
150 150 110 72
150 150 109 72
150 150 108 72
150 150 108 73
150 150 109 73
150 150 110 73
150 150 110 74
150 150 110 75
150 150 110 76
150 150 110 77
150 150 110 78
150 150 109 78
150 150 109 79
150 150 109 80
150 150 109 81
